epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,2355.61,0.99401,0.83368,1.35515,0.97077,0.98276,0.98086,0.62283,1.24809,0.55259,2.00417,0.00060869,0.00060869,0.00060869
138,2372.84,0.96193,0.79069,1.33956,0.96799,0.95402,0.97803,0.61945,1.28717,0.57177,1.99565,0.00060704,0.00060704,0.00060704
139,2389.55,0.97643,0.82181,1.35622,0.98934,0.94828,0.97852,0.61819,1.29547,0.5914,2.04816,0.000605391,0.000605391,0.000605391
140,2406.17,0.99594,0.8305,1.37197,0.95652,0.94828,0.98,0.61996,1.26431,0.55839,2.0034,0.000603742,0.000603742,0.000603742
141,2422.15,0.96505,0.8127,1.34536,0.96506,0.95245,0.97258,0.61491,1.29205,0.5664,2.07822,0.000602092,0.000602092,0.000602092
142,2438.65,0.97805,0.82244,1.35728,0.98188,0.9341,0.95892,0.6046,1.26924,0.55312,2.04834,0.000600443,0.000600443,0.000600443
143,2454.8,0.96447,0.79066,1.34568,0.97534,0.97701,0.98745,0.60263,1.29062,0.56384,2.07445,0.000598794,0.000598794,0.000598794
144,2471.37,0.98234,0.80535,1.34517,0.97025,0.98851,0.98798,0.61438,1.28551,0.5398,2.08193,0.000597144,0.000597144,0.000597144
145,2487.61,0.97369,0.80295,1.35185,0.99266,0.95977,0.98213,0.62875,1.22151,0.54574,2.0074,0.000595495,0.000595495,0.000595495
146,2504.34,0.95181,0.79312,1.3377,0.98214,0.9479,0.98821,0.60356,1.26559,0.53048,2.08007,0.000593846,0.000593846,0.000593846
147,2520.69,0.96453,0.82483,1.34725,0.9766,0.9596,0.97392,0.62405,1.24352,0.54321,2.06552,0.000592196,0.000592196,0.000592196
148,2536.59,0.97854,0.8242,1.35063,0.97004,0.94828,0.95634,0.60207,1.25621,0.56574,2.04407,0.000590547,0.000590547,0.000590547
149,2552.9,0.97139,0.81081,1.34639,0.96879,0.94828,0.98154,0.61593,1.24676,0.55088,2.01511,0.000588898,0.000588898,0.000588898
150,2569.8,0.98131,0.81386,1.3619,0.98776,0.97126,0.98417,0.60525,1.29923,0.55379,2.13841,0.000587248,0.000587248,0.000587248
151,2586.34,0.97767,0.82192,1.3587,0.9646,0.93952,0.97112,0.59721,1.2986,0.56445,2.08375,0.000585599,0.000585599,0.000585599
152,2602.35,0.94871,0.81712,1.33716,0.94991,0.98097,0.99179,0.60653,1.32501,0.56154,2.12608,0.00058395,0.00058395,0.00058395
153,2619.26,0.95894,0.78284,1.33678,0.95906,0.95977,0.9819,0.62308,1.28586,0.56197,2.1045,0.0005823,0.0005823,0.0005823
154,2635.9,0.94159,0.79185,1.32877,0.97137,0.97495,0.9772,0.60177,1.30408,0.55879,2.1681,0.000580651,0.000580651,0.000580651
155,2653.07,0.96038,0.80808,1.3335,0.94686,0.94253,0.96077,0.59931,1.28351,0.59025,2.05002,0.000579002,0.000579002,0.000579002
156,2669.59,0.9654,0.80706,1.35004,0.95778,0.97126,0.97417,0.60249,1.29298,0.54971,2.04264,0.000577352,0.000577352,0.000577352
157,2686.72,0.94266,0.79763,1.32984,0.94363,0.96202,0.96416,0.60771,1.27626,0.55699,2.1164,0.000575703,0.000575703,0.000575703
158,2703.17,0.9645,0.79545,1.34796,0.945,0.97126,0.97857,0.59675,1.32893,0.58559,2.13922,0.000574054,0.000574054,0.000574054
159,2719.72,0.95134,0.78233,1.33488,0.97615,0.941,0.96898,0.60717,1.26138,0.55063,2.04369,0.000572404,0.000572404,0.000572404
160,2737.14,0.93474,0.75498,1.32333,0.95312,0.95402,0.97608,0.61253,1.30577,0.54991,2.14856,0.000570755,0.000570755,0.000570755
161,2753.52,0.95251,0.7712,1.33048,0.94502,0.98793,0.98319,0.58728,1.33426,0.54345,2.22026,0.000569106,0.000569106,0.000569106
162,2769.82,0.94866,0.7855,1.33237,0.93226,0.97701,0.97991,0.58326,1.33765,0.62448,2.15259,0.000567456,0.000567456,0.000567456
163,2785.78,0.9408,0.77286,1.32936,0.98235,0.95953,0.98326,0.62027,1.28574,0.54402,2.07427,0.000565807,0.000565807,0.000565807
164,2802.28,0.95188,0.76304,1.33123,0.95394,0.96552,0.97317,0.62969,1.25865,0.53737,2.01278,0.000564158,0.000564158,0.000564158
165,2818.74,0.93194,0.76968,1.32313,0.96865,0.95977,0.97727,0.62441,1.26385,0.54415,2.00981,0.000562508,0.000562508,0.000562508
166,2835.52,0.96446,0.776,1.34759,0.9599,0.96293,0.97631,0.60386,1.269,0.53432,2.06526,0.000560859,0.000560859,0.000560859
167,2851.59,0.92777,0.76854,1.30921,0.93262,0.95402,0.9768,0.59711,1.28876,0.60659,2.07095,0.00055921,0.00055921,0.00055921
168,2868.09,0.91235,0.77068,1.31445,0.97114,0.97126,0.98245,0.60514,1.28325,0.55613,2.12944,0.00055756,0.00055756,0.00055756
169,2884.44,0.93884,0.78867,1.31986,0.96454,0.93797,0.97308,0.6039,1.30385,0.53651,2.11253,0.000555911,0.000555911,0.000555911
170,2901.34,0.92951,0.79331,1.32687,0.97703,0.96552,0.98606,0.62405,1.27914,0.55606,2.0549,0.000554262,0.000554262,0.000554262
171,2917.88,0.92027,0.79984,1.31419,0.95723,0.98276,0.97948,0.59824,1.30394,0.57683,2.11878,0.000552612,0.000552612,0.000552612
172,2933.99,0.90433,0.74319,1.29718,0.98245,0.96541,0.97577,0.62516,1.25364,0.53739,2.12244,0.000550963,0.000550963,0.000550963
173,2950.8,0.95252,0.76727,1.32266,0.96958,0.97701,0.98385,0.60405,1.32775,0.56906,2.21021,0.000549314,0.000549314,0.000549314
174,2967.1,0.92276,0.76697,1.32185,0.95953,0.95386,0.97057,0.58935,1.34242,0.58369,2.20907,0.000547664,0.000547664,0.000547664
175,2983.46,0.92573,0.76323,1.31918,0.98265,0.97642,0.98323,0.61997,1.30197,0.55457,2.11713,0.000546015,0.000546015,0.000546015
176,3000.4,0.92923,0.76121,1.30743,0.98836,0.97608,0.98081,0.61477,1.28489,0.5514,2.09758,0.000544365,0.000544365,0.000544365
177,3017.29,0.91442,0.74043,1.30469,0.96975,0.96552,0.97363,0.58811,1.3433,0.56809,2.24952,0.000542716,0.000542716,0.000542716
178,3033.2,0.89401,0.74804,1.27997,0.98687,0.97126,0.98243,0.62356,1.2769,0.52965,2.1231,0.000541067,0.000541067,0.000541067
179,3050.12,0.8739,0.72652,1.275,0.9879,0.96552,0.97662,0.61022,1.28932,0.52738,2.14314,0.000539417,0.000539417,0.000539417
180,3066.74,0.90431,0.75851,1.30574,0.98728,0.97701,0.98026,0.62018,1.26322,0.54096,2.11748,0.000537768,0.000537768,0.000537768
181,3082.87,0.89246,0.73716,1.2939,0.97602,0.96552,0.96355,0.6037,1.29493,0.53697,2.09709,0.000536119,0.000536119,0.000536119
182,3098.85,0.91364,0.73802,1.31034,0.94971,0.9768,0.97313,0.61137,1.28471,0.54667,2.11445,0.000534469,0.000534469,0.000534469
183,3115.75,0.91532,0.74778,1.29707,0.97615,0.95977,0.97753,0.61716,1.26323,0.57317,2.09854,0.00053282,0.00053282,0.00053282
184,3131.83,0.90111,0.7126,1.29736,0.98244,0.96447,0.96634,0.60989,1.27421,0.56428,2.14749,0.000531171,0.000531171,0.000531171
