epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1340.7,0.37488,0.31992,0.94866,0.96607,0.9652,0.98322,0.90183,0.35105,0.30653,0.97182,0.0007328,0.0007328,0.0007328
34,1383.58,0.37165,0.31864,0.94322,0.9879,0.9661,0.98623,0.90222,0.34424,0.28757,0.98667,0.0006932,0.0006932,0.0006932
35,1424.61,0.36003,0.30645,0.94112,0.99282,0.9661,0.98485,0.91095,0.35205,0.2726,0.98603,0.0006536,0.0006536,0.0006536
36,1463.05,0.35002,0.2985,0.93012,0.99272,0.9661,0.99267,0.91588,0.34881,0.26263,0.96526,0.000614,0.000614,0.000614
37,1500.22,0.35364,0.29804,0.92994,0.98856,0.97645,0.99026,0.91717,0.3488,0.26693,0.96302,0.0005744,0.0005744,0.0005744
38,1537.83,0.33841,0.2881,0.9325,0.97751,0.98206,0.992,0.92093,0.34885,0.25779,0.96328,0.0005348,0.0005348,0.0005348
39,1575.24,0.33224,0.27229,0.92313,0.98419,0.9774,0.9914,0.92679,0.3292,0.25728,0.965,0.0004952,0.0004952,0.0004952
40,1612.51,0.33556,0.27611,0.92011,0.99306,0.9774,0.99386,0.92366,0.32451,0.2423,0.9612,0.0004556,0.0004556,0.0004556
41,1645.99,0.26964,0.23297,0.9269,0.93629,0.98305,0.99103,0.91286,0.34108,0.27411,0.95846,0.000416,0.000416,0.000416
42,1680.58,0.26093,0.22371,0.91639,0.99192,0.9661,0.98021,0.9187,0.32101,0.24644,0.96126,0.0003764,0.0003764,0.0003764
43,1714.07,0.23885,0.20369,0.88451,0.98255,0.9661,0.98719,0.93132,0.30583,0.24543,0.94014,0.0003368,0.0003368,0.0003368
44,1747.79,0.23212,0.19442,0.87762,0.98841,0.96405,0.98937,0.93653,0.30481,0.24515,0.92624,0.0002972,0.0002972,0.0002972
45,1783.49,0.22162,0.18893,0.88157,0.97737,0.97601,0.98463,0.93669,0.29987,0.23684,0.9269,0.0002576,0.0002576,0.0002576
46,1822.57,0.21784,0.18649,0.87477,0.99415,0.9599,0.98734,0.93878,0.28639,0.22268,0.92073,0.000218,0.000218,0.000218
47,1859.45,0.20407,0.17074,0.8553,0.99415,0.95963,0.98428,0.93038,0.29756,0.22347,0.93471,0.0001784,0.0001784,0.0001784
48,1895.93,0.19924,0.17044,0.85648,0.98305,0.98302,0.99188,0.94506,0.2812,0.22304,0.90259,0.0001388,0.0001388,0.0001388
49,1932.53,0.1903,0.16707,0.84952,0.98819,0.9661,0.98758,0.94639,0.27499,0.21891,0.90965,9.92e-05,9.92e-05,9.92e-05
50,1969.2,0.18498,0.15773,0.84147,0.97631,0.9774,0.99193,0.95118,0.27039,0.21673,0.89901,5.96e-05,5.96e-05,5.96e-05
