Nome do arquivo;É soja? (0,1);Quantos pés de soja?
IMG_20231002_143353_jpg.rf.b5ba63c8680800c90622fd802091c0d5.jpg;1;1
IMG_20231002_143435_jpg.rf.7104686ce300ca43e5f61ff7f81a084d.jpg;1;1
IMG_20231002_143438_jpg.rf.764b37b7a286d81496f6765d58685f60.jpg;1;1
IMG_20231002_143444_jpg.rf.4941d474508c3d346ca0dbe83412ba1f.jpg;1;1
IMG_20231002_143513_jpg.rf.3aae33e5dd81f3bcbb899cd03d109a08.jpg;1;1
IMG_20231002_143522_jpg.rf.6cc936496e6408c53150e5428a20a7a5.jpg;1;1
IMG_20231002_143526_jpg.rf.a13ade54c1a7ae7dedafd5a0ffb8db77.jpg;1;1
IMG_20231002_143532_jpg.rf.4c29d495f2b0ffb1472da40a4d1da612.jpg;1;1
IMG_20231002_143541_jpg.rf.9c2c7ee388fcdcc8b957f05599e938a4.jpg;1;1
IMG_20231002_143603_1_jpg.rf.7efafd84c5b8553ad9119cf15684f9aa.jpg;1;1
IMG_20231002_143608_jpg.rf.271d7de9c5219bdd7c76b5fdb563d755.jpg;1;1
IMG_20231002_143612_jpg.rf.3a9e91d76f00c21d966a6b37259f9475.jpg;1;1
IMG_20231002_143617_jpg.rf.8d2ef492fe0a47698b8e523cef6920f4.jpg;1;1
IMG_20231002_143625_jpg.rf.3e726fa7464bdd8dde185276a5470548.jpg;1;2
IMG_20231002_143632_jpg.rf.27fede040bcd639328c75a8442489d36.jpg;1;2
IMG_20231002_143637_1_jpg.rf.8c7c99bbaf50c9f16724f6c142083fda.jpg;1;2
IMG_20231002_143643_1_jpg.rf.9ede14350393b7b2ebf36e20f7d2946a.jpg;1;2
IMG_20231002_143651_jpg.rf.8bf9e110e21f58efd7166d76aef826ff.jpg;1;2
IMG_20231002_143716_jpg.rf.07f198668cbd8b5504bd928a8e0e819b.jpg;1;2
IMG_20231002_143728_jpg.rf.3a4b928d5a929d06d278be6c0065ad43.jpg;1;2
IMG_20231002_143746_jpg.rf.8e5722e38fe8c5a588df91f457e01c89.jpg;1;2
IMG_20231002_143753_jpg.rf.3030f6877e401006643bb82d79de2216.jpg;1;2
IMG_20231002_143756_1_jpg.rf.a7dbb73d48cbb9037201a8fe27b817e7.jpg;1;2
IMG_20231002_144010_jpg.rf.6c52792de9d06dba27a7ae210f0d0a33.jpg;1;2
IMG_20231002_144018_1_jpg.rf.877a0c4ad7f590e1ef01132cb626d650.jpg;1;2
IMG_20231002_144026_1_jpg.rf.3514b78861eeafb938e892fc154dd0f0.jpg;1;2
IMG_20231003_152419_jpg.rf.65944598ca9830a2a9ffab69c244070a.jpg;1;2
IMG_20231003_152428_jpg.rf.3f552cc50148f49194908590eecaac10.jpg;1;2
IMG_20231003_152526_1_jpg.rf.7d511ee0735841d61c3a12cff4ed948f.jpg;1;1
IMG_20231003_152530_1_jpg.rf.3f328f5c5be4ddefcc94841d3bb46d5e.jpg;1;1
IMG_20231003_152952_jpg.rf.30e1cb720499517a1136b84181fcb033.jpg;1;1
IMG_20231003_152959_jpg.rf.a35d9be7781c7c8bd104acca53acdb83.jpg;1;2
IMG_20231003_153016_jpg.rf.6887306ccdb12ac2041f4c40707609ea.jpg;1;1
IMG_20231003_153022_jpg.rf.0189f12e644dd982aa51a3b19334f8cf.jpg;1;2
IMG_20231003_153025_jpg.rf.284e54e7da6a9dfd2c31b4f8c28f641a.jpg;1;2
IMG_20231003_153034_1_jpg.rf.2b1a9a7e280d78d4f014055ffebd392e.jpg;1;1
IMG_20231003_153038_1_jpg.rf.342cf6ea2f510c1dcc9e89d21f5f92e3.jpg;1;2
IMG_20231003_153043_jpg.rf.5c3492696eb2f9850da464ee415b4786.jpg;1;2
IMG_20231003_153101_jpg.rf.b88678a48f60d0aeaaee0e29ecb1cd3c.jpg;1;1
IMG_20231003_153200_jpg.rf.03da1dfd2f3b3b41c1cb1842aa284d5c.jpg;1;1
IMG_20231003_153204_jpg.rf.0bc6e64c981767c9cebaa0a8675d6c61.jpg;1;1
IMG_20231003_153209_jpg.rf.2e767e3ce489ccf6bb73c6191eda27dc.jpg;1;1
IMG_20231003_153218_jpg.rf.24dbc0e89c32c0271562b39bebfc6527.jpg;1;1
IMG_20231003_153225_jpg.rf.8281a2f890c57e5ec0a02a6ef73f760e.jpg;1;1
IMG_20231003_153232_jpg.rf.84711456b8c98f2f842cb1ff57c97696.jpg;1;1
IMG_20231003_153237_jpg.rf.6e2f98c169f6a702da725cc95549832a.jpg;1;1
IMG_20231003_153241_jpg.rf.2a1043470e5fd92e3478066e54cc4ffd.jpg;1;1
IMG_20231003_153250_jpg.rf.14e17632717cbbba41c3f3a93d05631b.jpg;1;1
IMG_20231003_153255_jpg.rf.c5e8dc2601759eb3d93519471a7f4410.jpg;1;1
IMG_20231003_153259_jpg.rf.411fffeb6604bcd0b032d0020f6d1492.jpg;1;1
IMG_20231003_153651_jpg.rf.1e97e6ad7c6fbc4e3f6a5743dd2dec49.jpg;1;2
IMG_20231003_154026_jpg.rf.be66b29fe9cb39933b373429c76c8fed.jpg;1;1
IMG_20231003_154031_jpg.rf.725f1b08a5b97b283d35f370dbfc657f.jpg;1;1
IMG_20231003_154046_jpg.rf.01c6e10e02fee16fc764da4c4bcf1fba.jpg;1;2
IMG_20231003_154053_jpg.rf.577dfd2283b45c9776443816faa9e4be.jpg;1;2
IMG_20231003_154056_jpg.rf.02a7772e2cb31a1c0e8eeca341c6f301.jpg;1;2
IMG_20231003_154108_jpg.rf.3e75cc3c79a3ea926c757b87ec975ff7.jpg;1;1
IMG_20231003_154112_jpg.rf.b542fef3add95419ab3260197b038dbf.jpg;1;1
IMG_20231003_154116_jpg.rf.5e2f7af671c3c8392382dda690e92e2d.jpg;1;1
IMG_20231003_154124_1_jpg.rf.2b6f9de03b45a831fef7441bfc9755db.jpg;1;1
IMG_20231003_154132_jpg.rf.9085007b113d457aec4c7ce4cae146e3.jpg;1;1
IMG_20231003_154136_jpg.rf.768d0152370d7fa1bfa2bbf692a13faa.jpg;1;1
IMG_20231004_153650_jpg.rf.8d170767098e883080c2c668e3015022.jpg;1;1
IMG_20231004_153654_jpg.rf.8751618b8ad568a2b02ad16708198a8a.jpg;1;1
IMG_20231004_153658_1_jpg.rf.9d86c44273f3487eb760485d2cc3468c.jpg;1;1
IMG_20231004_153705_1_jpg.rf.8df2518155618d8cfb8ee2b8e7a80f51.jpg;1;1
IMG_20231004_153713_jpg.rf.2b308e9922d6263f35b4107f42c40ce3.jpg;1;1
IMG_20231004_153836_jpg.rf.32f1d51d254d0dee58a6b316d28f7e0e.jpg;1;1
IMG_20231004_153840_jpg.rf.8eef08f14b779475f9f1b92aa8e09c9e.jpg;1;1
IMG_20231004_153847_jpg.rf.a730fcde9054b14a5565cfa90ed0a187.jpg;1;1
IMG_20231004_153905_jpg.rf.9e24f40a01b03fe280bb1c3a6ff0b70d.jpg;1;1
IMG_20231004_153909_jpg.rf.588b81fff7cbf868ff9b89dbce47a12d.jpg;1;1
IMG_20231004_153930_jpg.rf.6eb8a7a458b2d2f91f56f766bab0c9a3.jpg;1;2
IMG_20231004_153934_jpg.rf.b0d86010320359dd052f96147363066b.jpg;1;2
IMG_20231004_154002_1_jpg.rf.3beb484e1fcaa0fc85237aec10dca8ab.jpg;1;2
IMG_20231004_154007_jpg.rf.5a97594fba94ce305416667c42f465f4.jpg;1;2
IMG_20231004_154024_1_jpg.rf.9c05c5ce82d157df93b9127c4a532803.jpg;1;2
IMG_20231004_154052_jpg.rf.78c17f0804c8d113a459f92a21c4c955.jpg;1;1
IMG_20231004_154056_1_jpg.rf.8dbb6ac1914fab5b19d6bd8cb05d2f5a.jpg;1;1
IMG_20231004_154101_jpg.rf.0fbad233c475f4197f884ed902ad27f9.jpg;1;1
IMG_20231004_154107_jpg.rf.90de320b9f8367c832c2b24063bc7955.jpg;1;1
IMG_20231004_154112_jpg.rf.8ae5cd76a816de6aa360d4ed1aef008a.jpg;1;1
VE-4-00001_png.rf.8b47b0e82af85fbb928ea9337812453d.jpg;1;1
IMG_20231005_091027_jpg.rf.8e54fdca0983646bf768e855f90cd019.jpg;1;1
IMG_20231012_155117_jpg.rf.bbd64312158a1cb2bec932e85a3d279f.jpg;1;1
IMG_20231008_153041_1_jpg.rf.c6843e0229538db9ca73a5823f815aa6.jpg;1;1
VE-3-00002_png.rf.fc19cc2d69965ede400f344742a08c76.jpg;1;1
V2-1-00018_png.rf.feecef8555373f19034cb138e62cec7d.jpg;1;2
V1-2-00039_png.rf.f55740cb60b4bd0d2c1070503d3fb0a7.jpg;1;1
IMG_20231106_090534_jpg.rf.75a38945acebb7e84a16c08cb36236f4.jpg;1;1
IMG_20231027_135842_jpg.rf.4d519b74cd142ead5ab1c8b212007bb2.jpg;1;1
IMG_20231027_135820_jpg.rf.927aa44959a5927d07f70435ba639fcf.jpg;1;1
IMG_20231025_111512_jpg.rf.4952552b6946f4fb7a7701b7abcad34c.jpg;1;1
IMG_20231018_113634_jpg.rf.4f8e064cd2c86e0382d7de932edad2b9.jpg;1;1
IMG_20231016_150628_jpg.rf.7f0c9c47610bdaf7fb6513309717c4ed.jpg;1;1
IMG_20231016_150620_jpg.rf.0fb5a52df1311b8d6bd3afb50a21bd8d.jpg;1;1
IMG_20231016_150415_jpg.rf.dc67730c435ee4b137588952b58368aa;1;1
IMG_20231016_150415_jpg.rf.dc67730c435ee4b137588952b58368aa.jpg;1;1
IMG_20231016_150415_jpg.rf.dc67730c435ee4b137588952b58368aa.jpg;1;2
IMG_20231026_191206_jpg.rf.fcdeaca99e62bb34bc1d2c01be53979e.jpg;1;1
IMG_20231027_135828_jpg.rf.15d34b13c9816eb20f3bbadadcd95b0f.jpg;1;?
IMG_20231016_150415_jpg.rf.dc67730c435ee4b137588952b58368aa.jpg;1;1
IMG_20231012_155159_jpg.rf.56dee46fdebbc8f0297d323d84c17ddd.jpg;1;2
IMG_20231009_163733_jpg.rf.9ea83adcb40de39d4f69c909b4f65e16.jpg;1;2
IMG_20231008_153105_jpg.rf.9d42c67774e47d847370c9a95b13bd49.jpg;1;1
IMG_20231008_152543_jpg.rf.95e491175e4937a516205fbcfed5a9bd.jpg;1;1
VE-3-00002_png.rf.04d2a3d9dca9593258e5a52e31acb4f5.jpg;1;1
VC-4-00001_png.rf.9ac272a9d64abf92d46465f3ca1f8fb9.jpg;1;1
V1-3-00052_png.rf.b11675430ff730c029d8d47ae0690ed3.jpg;1;1
V1-2-00001_png.rf.844ed6e8383c5239fec3695bafe230a6.jpg;1;1
IMG_20231106_091549_jpg.rf.635e27663badab1f0b53074308e4f20d.jpg;1;2
IMG_20231106_091544_jpg.rf.41bee5953d44a6a08f61cc0dc6568a3c.jpg;1;1
IMG_20231103_092542_jpg.rf.d97187d6bde07b7c68cced5567de6c33.jpg;1;1
IMG_20231009_163800_jpg.rf.3f5bbf1a74f558a21bf3db6f29b1884e.jpg;1;1
IMG_20231012_155214_jpg.rf.e03d8bae58589ab48a9c83814d18672f.jpg;1;1
IMG_20231016_150458_jpg.rf.eeb0c0e04a097e8ce7ffcd1eb4e0a20d.jpg;1;1
IMG_20231019_105603_jpg.rf.6855fb6c3aace09cfe3773ac043ba9fe.jpg;1;1
IMG_20231103_092357_jpg.rf.78253c0094806c377d9175bd3a847f16.jpg;1;1
Mix-1-00042_png.rf.d2f7d281b52a8161b5b57a6af25aeadd.jpg;1;2
VE-1-00002_png.rf.40ce90a8c7a3fa63527e17dc7a8786fb.jpg;1;1
IMG_20231009_163532_jpg.rf.f347f570943dff38be236272bd741e83.jpg;1;1
IMG_20231012_154834_jpg.rf.6c4ce832cf4cd141ef1bfd57546d0af5.jpg;1;1
IMG_20231019_105621_jpg.rf.9401aee44a7c9fb5cbeec2650cf09770.jpg;1;1
IMG_20231020_153631_jpg.rf.999ee789dbf4db61ba4b46419b065856.jpg;1;1
IMG_20231020_153647_jpg.rf.fc71365840445129ccb61f3e8aff1686.jpg;1;1
IMG_20231025_111548_jpg.rf.b51c4701fa0232b1ef5dba7d94284019.jpg;1;1
IMG_20231027_140601_jpg.rf.902090d6e8fd91d28432a9b38f12616d.jpg;1;1
IMG_20231030_111706_jpg.rf.2e815182ed8c8ecc90aaa9784070e3e1.jpg;1;1
IMG_20231103_092349_jpg.rf.91af364f4f7678757e4e989f7f66bb02.jpg;1;1
IMG_20231106_090817_jpg.rf.834f80410b3ca567ad398b8be5a31005.jpg;1;1
IMG_20231106_090821_jpg.rf.b0b99d6ab3bd01f61b0b740e30fa0b97.jpg;1;1
Mix-4-00034_png.rf.4cfdf52cb7111fbe78b4bee5d08b4b61.jpg;1;3
V2-3-00048_png.rf.4b070ace265ba3c2eb839b0c63df9214.jpg;1;2
VC-1-00017_png.rf.5153802cf1e65d2f6ae9995d6ba08817.jpg;1;1
IMG_20231005_091010_jpg.rf.9dd2c9a28fa7a76bdf91105b5a2c39ae.jpg;1;1
IMG_20231008_152436_jpg.rf.94fcc3ffff4b0289f1079a6693aa3e09.jpg;1;1
IMG_20231008_152814_jpg.rf.99e2b05180c210d9d08351d70f1c5f66.jpg;1;1
IMG_20231009_163442_jpg.rf.3239d73595431632a41cfffb5d2c03c3.jpg;1;1
IMG_20231010_110013_jpg.rf.ba33d7ea2dc97e277c233bed9e94e09e.jpg;1;1
IMG_20231011_112132_jpg.rf.79b98691a307d68ebc44befb8072b279.jpg;1;1
IMG_20231018_113634_jpg.rf.848c5911e08ac67badd951eb296c9222.jpg;1;1
IMG_20231019_105548_jpg.rf.c9156f8a7a2818855ea3171364ce0429.jpg;1;1
IMG_20231019_105632_jpg.rf.56c7d856d86897226e5c80589f7ee66f.jpg;1;1
IMG_20231023_111045_jpg.rf.50764ea2d32266cae1ca5b5336d20f97.jpg;1;1
IMG_20231025_111528_jpg.rf.3e7d9213594dee24cd0e92f5037b0e0c.jpg;1;1
IMG_20231026_191436_jpg.rf.897a1bdd7201ded7bff024a80b0e7066.jpg;1;2
IMG_20231027_135659_jpg.rf.41a813ff46c19010ac54c52590cf4832.jpg;1;1
IMG_20231103_092349_jpg.rf.bee886a25badd203156c5e7683ed5068.jpg;1;1
IMG_20231106_090515_jpg.rf.34e6dca1ced6975df4ba3d77a1c59dbb.jpg;1;1
IMG_20231106_091641_jpg.rf.5f051020f4ccff04f1df326b60c75a1f.jpg;1;2
Mix-1-00002_png.rf.94a42677025c561afa00a4c8ee3a37d9.jpg;1;1
V1-2-00038_png.rf.c86a7b8e151eecb8a6334900289ff009.jpg;1;1
V2-1-00001_png.rf.abbc61b15f4ec6eda64d66e90c2475fe.jpg;1;1
V2-4-00040_png.rf.7e3cec4c2d7ecca7af3f074dc029b5cf.jpg;1;2
VC-1-00032_png.rf.ce3b5d281b3db1f404d53417d26f2946.jpg;1;1
IMG_20231004_154126_1_jpg.rf.51f8434e06b18337266697e4b5b501e1.jpg;1;1
IMG_20231007_113250_jpg.rf.9c3f934440a32ffd6147cde2ed97ea0e.jpg;1;2
IMG_20231008_152536_jpg.rf.5c208ebf78313014f8d72c8cf87478f2.jpg;1;1
IMG_20231008_153105_jpg.rf.1b89ea67fe770848f4c9dc9290a32760.jpg;1;1
IMG_20231011_112315_jpg.rf.d25ae131c4ee542caa70a7ba3b55ce24.jpg;1;1
IMG_20231011_112315_jpg.rf.d25ae131c4ee542caa70a7ba3b55ce24.jpg;1;1
IMG_20231016_150510_jpg.rf.c37fab99e128e172e771f57213a47d34.jpg;1;1
IMG_20231016_150627_jpg.rf.9667cf124ec137de8a42a9ad5737bb93.jpg;1;1
IMG_20231019_105514_jpg.rf.385d1d97db3ea1461a33328eba6755a8.jpg;1;1
IMG_20231019_105609_jpg.rf.ca536b93ad26987e436a7537726f084a.jpg;1;1
IMG_20231023_111206_jpg.rf.68daacee8c7cd6cddb1a6cd5d6979d16.jpg;1;1
IMG_20231027_135606_jpg.rf.8c7883cf958da9c11dabb50e34574489.jpg;1;1
IMG_20231027_135716_jpg.rf.8baa5476dee26a4ab7e9e91ad4d63887.jpg;1;1
IMG_20231027_135837_jpg.rf.50531f4604d28518aa85c50dcd9d319d.jpg;1;1
IMG_20231103_092407_jpg.rf.fd186c98595b6c4d4650abf889570f0f.jpg;1;1
IMG_20231106_090728_jpg.rf.67d33cd1fa406b870d5bd9bf2a446b35.jpg;1;1
IMG_20231106_090751_jpg.rf.bf468d781cdde82874932314b8d20478.jpg;1;1
