epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,391.625,1.40664,1.24515,1.75575,0.91314,0.75287,0.85523,0.41152,1.8397,1.01658,2.50691,0.0009308,0.0009308,0.0009308
29,404.152,1.40769,1.26244,1.75872,0.89677,0.86782,0.91791,0.47333,1.71961,0.86487,2.40879,0.0008912,0.0008912,0.0008912
30,416.902,1.43712,1.26931,1.77505,0.91171,0.8309,0.88264,0.44754,1.70822,0.9371,2.40673,0.0008516,0.0008516,0.0008516
31,429.647,1.37645,1.21595,1.71854,0.83266,0.82933,0.85452,0.44667,1.62772,0.99321,2.29774,0.000812,0.000812,0.000812
32,442.283,1.38303,1.16966,1.73058,0.85158,0.75841,0.8112,0.39184,1.86693,1.04224,2.61556,0.0007724,0.0007724,0.0007724
33,455.009,1.36374,1.17329,1.71129,0.91542,0.87356,0.93737,0.51304,1.57747,0.82468,2.24682,0.0007328,0.0007328,0.0007328
34,467.722,1.3483,1.16642,1.70511,0.88817,0.77592,0.84519,0.39787,1.76937,0.98204,2.47655,0.0006932,0.0006932,0.0006932
35,480.539,1.36026,1.15312,1.70517,0.94233,0.7931,0.90921,0.48261,1.63597,0.90273,2.31234,0.0006536,0.0006536,0.0006536
36,493.455,1.37392,1.20483,1.72439,0.91539,0.80832,0.90542,0.46928,1.60417,0.91017,2.26973,0.000614,0.000614,0.000614
37,506.212,1.32822,1.15088,1.68846,0.95192,0.79643,0.91231,0.47504,1.59887,0.86077,2.30554,0.0005744,0.0005744,0.0005744
38,519,1.32694,1.124,1.68547,0.9012,0.75862,0.82925,0.39742,1.75066,0.95725,2.50671,0.0005348,0.0005348,0.0005348
39,531.69,1.29707,1.0995,1.66236,0.88863,0.75862,0.83775,0.41611,1.73583,0.90973,2.49382,0.0004952,0.0004952,0.0004952
40,544.439,1.28601,1.11212,1.65111,0.87528,0.726,0.79309,0.36719,1.84415,1.05102,2.67912,0.0004556,0.0004556,0.0004556
41,556.193,1.15908,0.79021,1.77078,0.9111,0.83908,0.92094,0.50542,1.51533,0.84273,2.20089,0.000416,0.000416,0.000416
42,567.781,1.10951,0.69087,1.73305,0.94052,0.82184,0.92728,0.51851,1.49027,0.8605,2.18711,0.0003764,0.0003764,0.0003764
43,581.438,1.07559,0.65844,1.71005,0.94974,0.86886,0.95642,0.53787,1.50211,0.80416,2.17113,0.0003368,0.0003368,0.0003368
44,595.418,1.0602,0.63877,1.71014,0.92804,0.88948,0.95193,0.53815,1.49325,0.80652,2.21418,0.0002972,0.0002972,0.0002972
45,609.531,1.04358,0.63123,1.6738,0.95133,0.88506,0.94992,0.54651,1.4663,0.77887,2.15783,0.0002576,0.0002576,0.0002576
46,623.285,1.01051,0.62028,1.62698,0.96308,0.8996,0.96261,0.55616,1.479,0.79771,2.17335,0.000218,0.000218,0.000218
47,637.265,0.99816,0.60257,1.62454,0.94968,0.86776,0.9489,0.53426,1.50711,0.80562,2.22683,0.0001784,0.0001784,0.0001784
48,651.119,0.98919,0.5997,1.6123,0.94477,0.88506,0.95974,0.54817,1.46576,0.755,2.17979,0.0001388,0.0001388,0.0001388
49,665.221,0.96921,0.58259,1.58929,0.96134,0.87356,0.95315,0.54913,1.46985,0.75767,2.18351,9.92e-05,9.92e-05,9.92e-05
50,679.397,0.95684,0.58009,1.59055,0.92917,0.91954,0.96307,0.5596,1.44771,0.74751,2.16042,5.96e-05,5.96e-05,5.96e-05
